MARCA;CATEGORIA;TRANSMISION;KILOMETRAJE;COLOR;VALOR MERCADO;PRECIO VENTA
Nissan;Hatchback;automatic;33846;black;10400;12100
Nissan;Sedan;automatic;71281;silver;7750;9100
Nissan;Sedan;automatic;52631;white;11200;11900
Nissan;Sedan;automatic;43615;white;11850;10000
Mercedes-Benz;SUV;automatic;64548;gray;25600;23500
Mercedes-Benz;SUV;automatic;60867;black;27100;26500
Mercedes-Benz;SUV;;1;;69000;18500
Mercedes-Benz;SUV;automatic;59052;black;27600;30250
Toyota;Sedan;automatic;28605;silver;14750;15200
Nissan;Sedan;automatic;27826;white;12850;11000
Nissan;Sedan;automatic;31702;silver;11350;10250
Nissan;Sedan;;23402;gray;9600;10800
Nissan;Hatchback;automatic;35541;blue;10500;11000
Nissan;Sedan;automatic;29636;white;12700;10750
Ram;Quad Cab;automatic;62646;silver;14850;15750
Nissan;Sedan;automatic;53923;blue;7925;8200
smart;Hatchback;automatic;39963;silver;5975;7250
Nissan;Sedan;automatic;6265;black;14250;13000
mitsubishi;;automatic;65632;white;7900;8000
Nissan;Sedan;automatic;23090;white;13150;12750
BMW;Coupe;automatic;31272;white;20700;21750
BMW;Convertible;automatic;31946;black;28200;27000
BMW;Sedan;automatic;52875;black;16950;18000
BMW;Sedan;automatic;31315;black;19850;20750
BMW;Sedan;automatic;11802;gray;22500;23000
BMW;Sedan;automatic;40276;black;29000;28600
Audi;Sedan;automatic;34058;black;17100;16000
Toyota;Sedan;automatic;60316;white;9450;8300
Volkswagen;Sedan;automatic;31165;black;14600;11500
BMW;Sedan;automatic;42012;gray;23700;25500
BMW;Sedan;automatic;33322;blue;19600;20000
Toyota;Hatchback;automatic;36550;turquoise;15800;16300
BMW;Sedan;automatic;23723;white;26100;28500
Volvo;Sedan;automatic;32782;gray;16250;15700
BMW;Hatchback;automatic;22507;gray;31300;31500
BMW;Sedan;automatic;29856;gray;20100;22000
BMW;Sedan;automatic;24496;gray;21000;20500
BMW;Sedan;automatic;17914;black;21700;22250
Volvo;SUV;automatic;32783;black;22800;23000
Acura;SUV;automatic;60189;gray;19250;18100
BMW;Sedan;automatic;38514;blue;18900;21000
BMW;Sedan;automatic;24949;white;20700;22250
Audi;Coupe;automatic;77489;white;18400;20250
Volvo;Sedan;automatic;60252;white;13900;14750
BMW;Sedan;automatic;10492;white;27800;30000
BMW;Sedan;automatic;43616;black;18200;19000
Toyota;SUV;automatic;31180;blue;22800;21500
Volkswagen;SUV;automatic;27673;white;14350;11300
BMW;Convertible;automatic;13179;black;30600;31750
BMW;Sedan;automatic;28727;black;20200;20750
BMW;Sedan;automatic;43583;black;18200;19250
BMW;Sedan;automatic;36736;white;19150;20000
BMW;Sedan;automatic;31517;white;25000;26250
BMW;Sedan;automatic;26258;white;20500;20500
BMW;Sedan;automatic;22808;black;26700;27500
BMW;Sedan;automatic;17332;black;21900;22250
BMW;Sedan;automatic;25000;black;21100;22500
BMW;Sedan;automatic;55951;black;25000;23300
BMW;Sedan;automatic;61948;gray;16250;17000
BMW;Sedan;automatic;57023;gray;16400;17000
BMW;Sedan;automatic;30673;black;19950;21000
BMW;Sedan;automatic;56559;white;16550;17250
BMW;Sedan;automatic;29482;white;20700;15000
Toyota;Sedan;automatic;61702;white;9200;10100
BMW;Sedan;automatic;27154;gray;20800;21500
Audi;SUV;automatic;68316;gray;24000;25000
Volvo;SUV;automatic;65779;black;17650;15500
BMW;Sedan;automatic;17962;black;21700;22500
Toyota;SUV;automatic;31143;silver;26700;24000
Volkswagen;Hatchback;automatic;33529;red;15350;12200
BMW;Sedan;automatic;27335;black;20400;25000
BMW;Sedan;automatic;37846;black;19050;16600
BMW;Sedan;automatic;40691;white;19050;18750
Volvo;Sedan;automatic;16965;silver;23300;19000
BMW;Sedan;automatic;54792;gray;16700;17500
Volkswagen;Sedan;automatic;51490;black;11350;10500
BMW;Sedan;automatic;25219;gray;20700;21500
Audi;Sedan;automatic;34952;gray;26100;29250
BMW;Sedan;automatic;20585;black;42800;44000
BMW;Sedan;automatic;30014;white;20400;19500
BMW;Sedan;automatic;31324;white;19850;20500
BMW;Sedan;automatic;39447;white;18750;21750
BMW;Convertible;automatic;28153;white;28700;28000
BMW;Sedan;automatic;75058;black;18950;20650
BMW;Coupe;automatic;21150;white;21600;22250
BMW;Convertible;automatic;28610;black;26200;25000
BMW;Sedan;automatic;62079;black;28800;27750
Volvo;Sedan;automatic;30389;red;16500;15400
BMW;Sedan;automatic;30889;white;19900;21750
BMW;Sedan;automatic;14893;black;22100;23000
BMW;Sedan;automatic;45284;white;23200;25750
BMW;Sedan;automatic;40027;gray;24200;24000
Toyota;CrewMax Cab;automatic;91015;black;23400;19750
BMW;Sedan;automatic;44401;black;18100;19500
BMW;Sedan;automatic;10609;black;22600;23250
BMW;Sedan;automatic;30669;white;19950;22750
BMW;Sedan;automatic;34599;black;25100;21700
Toyota;Hatchback;automatic;41155;gray;14800;14700
Volkswagen;Sedan;automatic;30759;white;13650;14400
BMW;Sedan;automatic;25061;gray;29700;29500
BMW;Sedan;automatic;19170;gray;21700;20300
BMW;Sedan;automatic;26406;;41100;42500
BMW;Sedan;automatic;31602;white;19850;20500
Volvo;Sedan;automatic;24019;silver;22200;22000
Toyota;Sedan;automatic;42726;silver;9400;9700
BMW;Sedan;automatic;49485;white;17450;18500
BMW;Wagon;automatic;32741;white;22600;24750
BMW;Sedan;automatic;14055;white;22300;21100
BMW;Sedan;automatic;30107;black;20000;21750
Volkswagen;Hatchback;automatic;24240;blue;16150;16300
Volvo;Sedan;automatic;48565;red;14900;12500
BMW;Sedan;automatic;23281;black;20900;21000
BMW;Sedan;automatic;17258;black;21900;22750
BMW;Sedan;automatic;17456;gray;28500;28500
BMW;Sedan;automatic;27588;black;20800;20500
Acura;SUV;automatic;39739;black;24600;25250
BMW;Coupe;automatic;62300;black;17850;16800
Toyota;Sedan;automatic;55665;silver;9675;10500
Volvo;Sedan;automatic;19529;gray;17450;16000
BMW;Sedan;automatic;38678;white;29300;28000
Toyota;Sedan;automatic;54649;red;17200;17250
BMW;Sedan;automatic;26844;white;20500;21000
BMW;Sedan;automatic;34391;black;23000;20500
BMW;Sedan;automatic;42886;white;18050;18000
Volvo;Sedan;automatic;36438;blue;15950;16000
Volkswagen;Hatchback;automatic;28750;white;13500;11200
BMW;Sedan;automatic;24382;black;20800;23000
BMW;Sedan;automatic;42173;black;18400;19500
Audi;Convertible;automatic;35177;gray;31900;29750
BMW;Convertible;automatic;49765;white;29900;29000
Toyota;SUV;automatic;83985;gray;26400;26000
Volkswagen;Sedan;automatic;29802;gray;10200;8400
BMW;Coupe;automatic;30517;black;20500;19750
Audi;SUV;automatic;39717;white;25500;28500
Volkswagen;Sedan;automatic;26245;black;16550;16500
BMW;Sedan;automatic;58778;white;27900;26250
BMW;Sedan;automatic;42405;black;21800;25750
BMW;Sedan;automatic;39120;blue;18800;19500
BMW;Sedan;automatic;22843;white;21000;22250
BMW;Sedan;automatic;36808;blue;19500;17900
BMW;Sedan;automatic;20363;gray;20400;19500
Toyota;Minivan;automatic;34357;white;16200;16600
BMW;Sedan;automatic;79848;blue;20700;20800
BMW;Coupe;automatic;29939;red;20500;17000
BMW;Convertible;automatic;24708;black;29100;29000
BMW;Sedan;automatic;29792;black;20100;20500
BMW;Sedan;automatic;24856;black;26200;28250
BMW;Sedan;automatic;20062;gray;21400;21500
Toyota;SUV;automatic;35166;gray;17400;8200
BMW;Sedan;automatic;31979;white;19800;23000
BMW;Convertible;automatic;41971;white;29900;29000
BMW;Coupe;manual;29992;white;20600;22250
BMW;Sedan;automatic;49117;black;22700;23000
Acura;Sedan;automatic;30431;black;16350;16800
BMW;Sedan;automatic;36389;gray;19200;21500
BMW;Sedan;automatic;31785;black;19800;21250
Toyota;Double Cab;automatic;45514;white;20600;21400
Volkswagen;Sedan;automatic;64675;white;8575;8500
BMW;Sedan;automatic;25764;black;19850;18600
BMW;Sedan;automatic;27985;white;20300;21750
BMW;Convertible;automatic;22819;black;29400;30250
BMW;Sedan;automatic;25339;black;20700;21250
Volvo;Wagon;automatic;27057;white;26300;26750
BMW;Sedan;automatic;36073;gray;19250;19500
Volvo;Sedan;automatic;20697;white;17350;15750
BMW;Coupe;automatic;34092;red;20100;18500
BMW;Sedan;automatic;35158;gray;19950;18900
Volkswagen;Wagon;automatic;91794;white;7025;8100
BMW;Coupe;automatic;49662;gray;18900;18000
Volkswagen;Hatchback;automatic;51067;gray;13850;15250
BMW;Sedan;automatic;26145;black;20600;21250
BMW;Sedan;automatic;46979;white;23000;23000
BMW;Sedan;automatic;29798;black;20100;20500
BMW;Sedan;automatic;26763;red;20500;22000
BMW;Sedan;automatic;46565;gray;18300;17300
Volvo;Sedan;automatic;52925;gray;14500;12750
BMW;Sedan;automatic;46258;black;21200;22250
BMW;Sedan;automatic;27373;white;20700;18500
BMW;Sedan;automatic;21645;black;30800;34500
Volkswagen;Sedan;;33112;gray;10150;9900
BMW;Convertible;automatic;30816;gray;25500;23500
BMW;Sedan;automatic;29932;blue;20500;20500
BMW;Sedan;automatic;30185;black;20500;20500
Volvo;Sedan;automatic;43827;white;15500;16500
BMW;Sedan;automatic;35905;white;19250;20250
BMW;Sedan;automatic;50414;white;17300;18000
Toyota;Hatchback;automatic;46288;green;16800;22200
Toyota;Sedan;automatic;46204;gray;11450;10900
Audi;Sedan;automatic;42301;gray;16650;14100
Volvo;SUV;automatic;49150;black;19200;17000
BMW;Sedan;automatic;36996;black;19100;19500
BMW;Sedan;automatic;24304;black;21100;21750
Ford;Sedan;automatic;88759;black;7575;6100
Infiniti;G Sedan;automatic;42648;gray;16500;17000
Dodge;Sedan;automatic;71171;gray;12150;12250
Infiniti;G Sedan;automatic;39834;white;16700;17000
Infiniti;G Sedan;automatic;31234;black;17350;18500
Infiniti;G Sedan;automatic;31757;black;17300;17000
Infiniti;G Sedan;automatic;28066;black;17550;17000
Chrysler;Sedan;automatic;78503;blue;8875;7300
Chevrolet;SUV;automatic;29994;gray;14750;12500
Ford;SUV;automatic;95391;white;7975;9750
Ford;Sedan;automatic;73147;silver;6500;6800
Ford;SUV;automatic;27219;white;18750;21400
BMW;SUV;automatic;37428;brown;26300;25250
Chevrolet;Extended Cab;automatic;106535;blue;11550;12750
Honda;Sedan;automatic;29864;gray;12450;13400
Honda;Sedan;automatic;32555;blue;10800;12800
ford;;automatic;70945;white;10950;14400
Honda;Hatchback;manual;53684;black;8050;8800
Ford;SuperCrew;automatic;62174;silver;19750;20900
Infiniti;G Sedan;automatic;33501;gray;17200;14000
Hyundai;Sedan;automatic;49429;white;9575;11600
Chrysler;Sedan;automatic;22319;black;21500;20000
Chevrolet;Sedan;automatic;53919;silver;8475;9500
Dodge;Minivan;automatic;41605;white;9925;8100
Infiniti;G Sedan;automatic;32832;gray;17200;17500
Ford;Sedan;automatic;96063;gray;7225;5400
Hyundai;SUV;automatic;46390;white;16350;13200
Ford;SuperCab;automatic;29711;black;26200;27100
Infiniti;SUV;automatic;44993;black;20600;23250
BMW;SUV;automatic;38650;black;31700;25000
Ford;SUV;automatic;43357;black;19500;19000
Chevrolet;SUV;automatic;110465;gray;22500;21500
Ford;Sedan;automatic;88004;white;7600;8750
Infiniti;G Sedan;automatic;25606;gray;17800;17500
Infiniti;G Sedan;automatic;37823;blue;16850;16500
Chevrolet;SUV;automatic;110618;silver;9600;11300
Hyundai;Sedan;automatic;38781;black;11900;12600
GMC;Extended Cab;automatic;31185;silver;19200;18000
Ford;Coupe;automatic;34154;black;14250;16000
Ford;Minivan;automatic;115751;white;8575;8600
Infiniti;G Sedan;automatic;32303;white;17250;15750
Buick;Sedan;automatic;67592;silver;12350;13300
Chevrolet;Wagon;automatic;102539;white;5075;6400
Ford;SUV;automatic;27355;silver;15150;7750
Chevrolet;Sedan;automatic;82905;white;7200;6400
Ford;Sedan;automatic;36395;black;9950;10000
Ford;Regular Cab;automatic;67718;red;11500;11800
Honda;Sedan;automatic;26920;gray;10950;12600
Honda;Sedan;automatic;16545;black;12700;11000
Honda;Hatchback;automatic;66829;silver;13700;15000
Ford;SUV;automatic;37826;black;17800;17300
Chevrolet;Crew Cab;automatic;113585;white;30300;30000
Infiniti;G Sedan;automatic;35358;black;17050;17000
Hyundai;Sedan;automatic;79131;white;10950;11500
Infiniti;G Sedan;automatic;34378;white;15700;17250
Ford;Sedan;automatic;80828;white;7900;7300
Chevrolet;SUV;automatic;67807;gray;15550;15600
Hyundai;Sedan;automatic;36047;black;25500;26000
BMW;SUV;automatic;24192;white;28400;28500
Hyundai;Sedan;automatic;39274;silver;9975;11800
Buick;Sedan;automatic;38455;black;18100;18250
Hyundai;Sedan;automatic;124177;white;6350;5400
Infiniti;G Sedan;automatic;31594;black;17300;17000
Honda;SUV;automatic;39743;gray;13450;12600
Infiniti;G Sedan;automatic;38011;white;16900;17000
Cadillac;Sedan;automatic;47795;black;15800;16250
Ford;SuperCab;automatic;91626;white;14800;13300
Cadillac;SUV;automatic;45192;black;19300;22750
Honda;Hatchback;automatic;62552;gray;9425;10100
Infiniti;G Sedan;automatic;44878;black;16400;16750
Infiniti;G Sedan;automatic;21770;blue;17150;15500
Infiniti;SUV;automatic;54910;gray;24800;24000
Dodge;SUV;automatic;23189;silver;12650;12400
Hyundai;Sedan;automatic;83933;black;12550;13000
Cadillac;SUV;automatic;53639;black;34200;35000
Chevrolet;SUV;automatic;68858;gray;23300;22750
Dodge;Coupe;automatic;75407;gray;13400;14500
Ford;SuperCab;automatic;121128;white;9575;8000
Cadillac;Sedan;automatic;56276;black;32200;28500
Infiniti;SUV;automatic;18246;blue;23900;22500
Ford;SuperCrew;automatic;90598;white;23300;24250
Infiniti;G Sedan;automatic;41651;gray;16600;14500
Infiniti;G Sedan;automatic;15670;white;18450;18500
Ford;SUV;automatic;48990;black;11050;10200
Hyundai;Sedan;automatic;62438;silver;15950;15000
Ford;Wagon;automatic;78735;gray;17950;16750
Infiniti;G Sedan;automatic;29181;white;17500;18250
Chevrolet;Sedan;automatic;75551;white;7825;6500
Chevrolet;Coupe;automatic;31736;white;14000;16200
Hyundai;Sedan;automatic;38964;silver;24700;25500
Infiniti;G Sedan;automatic;42567;gray;16500;17000
Cadillac;SUV;automatic;44622;white;21300;23250
Ford;SuperCrew;automatic;181395;blue;17000;12250
Honda;Sedan;automatic;40757;gray;13850;11600
Honda;SUV;;14402;gray;14950;14100
Ford;SuperCab;automatic;48577;black;19100;14250
Ford;E-Series Van;;95815;white;11600;11500
Buick;Sedan;automatic;47414;beige;11050;10000
Dodge;Minivan;automatic;90811;white;7550;7100
Chevrolet;SUV;automatic;89376;white;10050;8900
Chrysler;Sedan;;43532;black;19350;20600
Hyundai;Sedan;automatic;42419;silver;10050;11700
Infiniti;G Sedan;automatic;17236;gray;18400;18500
Ford;Sedan;automatic;41665;black;13150;12000
Ford;Wagon;automatic;103584;white;13350;11300
Hyundai;Sedan;automatic;37173;gray;25800;25800
Ford;SUV;automatic;40204;black;16600;20250
Chevrolet;SUV;automatic;46706;gray;15300;14900
Infiniti;SUV;automatic;39118;black;22000;23500
Hyundai;Sedan;automatic;102884;white;8375;8400
Chevrolet;SUV;automatic;49945;white;11600;13500
Honda;Sedan;automatic;60305;silver;9375;8600
Ford;Convertible;automatic;51850;gray;12200;12750
Chrysler;Sedan;automatic;34994;blue;17250;16250
Honda;Minivan;;51722;gray;18600;18900
Hyundai;SUV;automatic;25305;blue;15200;12000
Honda;SUV;automatic;39379;white;16750;17800
Hyundai;Sedan;automatic;70093;black;10150;10300
Chevrolet;SUV;automatic;25305;silver;19150;18500
BMW;SUV;automatic;20131;blue;48700;51000
Ford;Regular Cab;automatic;63943;white;9150;10200
Chrysler;Sedan;automatic;61030;white;17850;18800
Chevrolet;SUV;automatic;62184;gray;12300;13500
Infiniti;G Sedan;automatic;33493;white;17150;18000
Ford;Hatchback;automatic;42971;yellow;8525;9000
Chevrolet;Sedan;automatic;38609;blue;9625;9500
Honda;Sedan;automatic;42629;white;12550;13300
BMW;SUV;automatic;72841;gray;25500;27750
Infiniti;G Sedan;automatic;35378;black;17050;17000
Ford;Sedan;automatic;88326;gray;6450;6900
Infiniti;G Sedan;automatic;45179;gray;16350;17000
Chevrolet;Van;automatic;89928;white;12150;10500
Ford;SUV;automatic;31519;black;22500;23300
Ford;SUV;automatic;75162;gray;18350;17500
Ford;E-Series Van;automatic;104702;white;11150;9200
Honda;Hatchback;automatic;92485;white;7450;8800
Hyundai;SUV;automatic;34104;blue;14550;12400
BMW;SUV;automatic;109626;black;21800;23500
Ford;Sedan;automatic;55866;black;12200;12100
Ford;SuperCab;automatic;28696;black;18900;22000
Cadillac;CTS-V Coupe;automatic;30066;silver;37900;38750
Ford;Crew Cab;automatic;116307;white;8825;9200
Chrysler;Minivan;automatic;15452;white;15850;16400
Cadillac;SUV;automatic;52462;silver;34800;35000
Infiniti;G Sedan;automatic;38225;gray;16850;16500
Ford;Sedan;automatic;68000;silver;9050;10400
Infiniti;SUV;automatic;30140;blue;28400;28000
Chevrolet;Sedan;automatic;26321;white;10300;11500
Infiniti;SUV;automatic;48901;brown;25500;28250
Infiniti;G Sedan;automatic;35292;gray;17050;18250
Hyundai;Sedan;automatic;73792;silver;8050;8000
GMC;SUV;automatic;25234;black;17900;19000
Honda;Sedan;automatic;35122;red;9625;11900
Chevrolet;SUV;automatic;47221;gray;15000;15300
Infiniti;G Sedan;automatic;38975;black;16800;17000
Chevrolet;Wagon;automatic;87230;gray;5575;5700
Chevrolet;Wagon;automatic;87257;silver;5675;6800
Chevrolet;SUV;automatic;48114;silver;14950;14200
Infiniti;SUV;automatic;37909;gray;21500;21000
BMW;SUV;automatic;41298;gray;29400;27750
Ford;Sedan;automatic;88131;blue;7600;9000
Ford;SUV;automatic;45968;blue;21100;19800
Infiniti;SUV;automatic;29866;white;23100;25500
BMW;SUV;automatic;35226;black;31000;33500
Ford;SuperCrew;automatic;71995;gray;21000;21800
GMC;SUV;automatic;26430;black;35900;35750
Dodge;SUV;automatic;67528;black;11450;11900
Chevrolet;Sedan;automatic;79243;gray;7225;8100
Chevrolet;Coupe;automatic;15189;white;19800;20750
Chevrolet;SUV;automatic;24779;brown;18000;20500
Hyundai;Sedan;automatic;61750;blue;9100;10000
Cadillac;CTS Coupe;automatic;47810;white;21200;20000
Honda;Coupe;manual;44102;black;12550;11000
Dodge;Sedan;automatic;58165;orange;12850;14900
Ford;Sedan;automatic;75442;gray;10300;10300
BMW;SUV;automatic;51126;black;29500;28250
Ford;Crew Cab;automatic;117084;white;8750;13100
Infiniti;G Sedan;automatic;32637;gray;17250;17000
Chevrolet;Convertible;automatic;32841;black;17350;18800
Ford;Sedan;automatic;89361;gray;7550;5700
Honda;SUV;automatic;112274;black;16600;16900
GMC;SUV;automatic;41811;black;14050;15500
Honda;SUV;automatic;58762;black;15600;18200
Honda;Coupe;manual;58395;black;11950;13000
Hyundai;Sedan;automatic;71195;silver;11500;10000
Ford;SuperCab;;33854;white;16900;13750
Cadillac;SUV;automatic;40009;gray;36800;38250
Hyundai;Sedan;automatic;54419;silver;9375;11300
Chevrolet;Wagon;automatic;107036;silver;4900;5300
Chevrolet;Crew Cab;automatic;51189;white;21200;22750
Ford;Sedan;automatic;49543;black;8400;5000
Chevrolet;Sedan;automatic;112196;silver;6350;6200
Chrysler;Sedan;automatic;28278;red;11900;12100
Chrysler;Minivan;automatic;11920;gold;20400;15500
Dodge;Minivan;automatic;41633;silver;15350;15100
Chevrolet;Sedan;automatic;15194;red;20600;14800
Dodge;Minivan;automatic;24313;red;16450;12700
Dodge;Sedan;automatic;25125;gray;15800;12300
Chrysler;Minivan;automatic;33836;red;17650;11200
Chrysler;Minivan;automatic;38641;white;21200;20800
Chrysler;Minivan;automatic;43064;red;20600;20500
Chevrolet;Sedan;automatic;8195;red;21600;14000
Chevrolet;SUV;automatic;33120;white;33500;30500
Chevrolet;Sedan;automatic;19069;black;13950;11500
Dodge;Minivan;automatic;25496;white;16600;15500
Chevrolet;SUV;automatic;40391;black;41400;41200
Dodge;Minivan;automatic;26182;white;16550;15750
Chrysler;Minivan;automatic;24116;black;18900;11500
Dodge;Minivan;automatic;29558;black;16100;15500
Chevrolet;Sedan;automatic;9379;white;10400;9800
Chrysler;Sedan;automatic;9799;black;15200;15200
Dodge;Sedan;automatic;28113;white;15600;16600
